LastName,FirstName,Other_Info,Age,Gender,Hometown,Boarded,Lifeboat,Body,Class,Survived,Passenger,Crew,crew_responsibility
Beane,Mrs Ethel,,22,F,,Southampton,,,2,1,1,0,
Beauchamp,Mr Henry James,,28,M,,Southampton,,,2,0,1,0,
Becker,Mrs Nellie E.,,35,F,,Southampton,,,2,1,1,0,
Becker,Miss Ruth Elizabeth,,12,F,,Southampton,,,2,1,1,0,
Becker,Miss Marion Louise,,4,F,,Southampton,,,2,1,1,0,
Becker,Master Richard F.,,1,M,,Southampton,,,2,1,1,0,
Beesley,Mr Lawrence,,34,M,,Southampton,,,2,1,1,0,
Bentham,Miss Lillian W.,,19,F,,Southampton,,,2,1,1,0,
Berriman,Mr William John,,23,M,,Southampton,,,2,0,1,0,
Botsford,Mr William Hull,,25,M,,Southampton,,,2,0,1,0,
Bowenur,Mr Solomon,,42,M,,Southampton,,,2,0,1,0,
Bracken,Mr James Hollen,,29,M,,Southampton,,,2,0,1,0,
Brailey,Mr William Theodore Ronald,,24,M,,Southampton,,,2,0,1,0,
Bricoux,Mr Roger Marie,,20,M,,Southampton,,,2,0,1,0,
Brito,Mr Jose Joaquim de,,32,M,,Southampton,,,2,0,1,0,
Brown,Mr Thomas William Solomon,,60,M,,Southampton,,,2,0,1,0,
Brown,Mrs Elizabeth Catherine,,40,F,,Southampton,,,2,1,1,0,
Brown,Miss Amelia Mary,,18,F,,Southampton,,,2,1,1,0,
Brown,Miss Edith Eileen,,15,F,,Southampton,,,2,1,1,0,
Bryhl,Mr Kurt Arnold Gottfrid,,25,M,,Southampton,,,2,0,1,0,
Bryhl,Miss Dagmar Jenny Ingeborg,,20,F,,Southampton,,,2,1,1,0,
Buss,Miss Kate,,36,F,,Southampton,,,2,1,1,0,
Butler,Mr Reginald Fenton,,25,M,,Southampton,,,2,0,1,0,
Byles,Father Thomas Roussel Davids,,42,M,,Southampton,,,2,0,1,0,
Bystrom,Mrs Karolina,,40,F,,Southampton,,,2,0,1,0,
Caldwell,Mrs Sylvia Mae,,28,F,,Southampton,,,2,1,1,0,
Caldwell,Mr Albert Francis,,26,M,,Southampton,,,2,1,1,0,
Caldwell,Master Alden Gates,,0.8333,M,,Southampton,,,2,1,1,0,
Cameron,Miss Clear Annie,,35,F,,Southampton,,,2,1,1,0,
Campbell,Mr William Henry,,21,M,,Belfast,,,2,0,1,0,
Carbines,Mr William,,19,M,,Southampton,,,2,0,1,0,
Carter,Father Ernest Courtenay,,54,M,,Southampton,,,2,0,1,0,
Carter,Mrs Lilian,,45,F,,Southampton,,,2,0,1,0,
Chapman,Mr Charles Henry,,52,M,,Southampton,,,2,0,1,0,
Chapman,Mr John Henry,,36,M,,Southampton,,,2,0,1,0,
Chapman,Mrs Sara Elizabeth,,28,F,,Southampton,,,2,0,1,0,
Christy,Mrs Alice Frances,,45,F,,Southampton,,,2,1,1,0,
Christy,Miss Rachel Juli Cohen,,25,F,,Southampton,,,2,1,1,0,
Clarke,Mr Charles Valentine,,29,M,,Southampton,,,2,0,1,0,
Clarke,Mr John Frederick Preston,,28,M,,Southampton,,,2,0,1,0,
Clarke,Mrs Ada Maria,,28,F,,Southampton,,,2,1,1,0,
Coleridge,Mr Reginald Charles,,29,M,,Southampton,,,2,0,1,0,
Collander,Mr Erik Gustaf,,27,M,,Southampton,,,2,0,1,0,
Collett,Mr Sidney Clarence Stuart,,25,M,,Southampton,,,2,1,1,0,
Collyer,Mrs Charlotte Caroline,,31,F,,Southampton,,,2,1,1,0,
Collyer,Mr Harvey,,31,M,,Southampton,,,2,0,1,0,
Collyer,Miss Marjorie Lottie,,8,F,,Southampton,,,2,1,1,0,
Cook,Mrs Selena,,22,F,,Southampton,,,2,1,1,0,
Corbett,Mrs Irene,,30,F,,Southampton,,,2,0,1,0,
Corey,Mrs Mary Emma,,30,F,,Southampton,,,2,0,1,0,
Cotterill,Mr Henry,,20,M,,Southampton,,,2,0,1,0,
Cunningham,Mr Alfred Fleming,,21,M,,Belfast,,,2,0,1,0,
Davies,Mrs Agnes,,48,F,,Southampton,,,2,1,1,0,
Davies,Mr Charles Henry,,19,M,,Southampton,,,2,0,1,0,
Davies,Master John Morgan Jr,,8,M,,Southampton,,,2,1,1,0,
Davis,Miss Mary Ann Charlotte,,28,F,,Southampton,,,2,1,1,0,
Deacon,Mr Percy William,,18,M,,Southampton,,,2,0,1,0,
Del Carlo,Mr Sebastiano,,29,M,,Cherbourg,,,2,0,1,0,
Del Carlo,Mrs Argene,,24,F,,Cherbourg,,,2,1,1,0,
Denbuoy,Mr Albert Joseph,,25,M,,Southampton,,,2,0,1,0,
Dibden,Mr William,,18,M,,Southampton,,,2,0,1,0,
Doling,Mrs Ada Julia Elizabeth,,34,F,,Southampton,,,2,0,1,0,
Doling,Miss Elsie,,18,F,,Southampton,,,2,0,1,0,
Douton,Mr William Joseph,,55,M,,Southampton,,,2,0,1,0,
Drew,Mr James Vivian,,42,M,,Southampton,,,2,0,1,0,
Drew,Mrs Maria Louisa Thorne,,34,F,,Southampton,,,2,1,1,0,
Drew,Master Marshall Brines,,8,M,,Southampton,,,2,1,1,0,
Durán I Mone,Señora Florentina,,30,M,,Cherbourg,,,2,1,1,0,
Durán I Mone,Señora Asuncion,,27,M,,Cherbourg,,,2,1,1,0,
Eitemiller,Mr George Floyd,,25,M,,Southampton,,,2,0,1,0,
Enander,Mr Ingvar,,21,M,,Southampton,,,2,0,1,0,
Fahlstrøm,Mr Arne Joma,,18,M,,Southampton,,,2,0,1,0,
Faunthorpe,Mr Harry Bartram,,41,M,,Southampton,,,2,0,1,0,
Fillbrook,Mr Joseph Charles,,18,M,,Southampton,,,2,0,1,0,
Fox,Mr Stanley Harrington,,38,M,,Southampton,,,2,0,1,0,
Frost,Mr Anthony Wood,,38,M,,Belfast,,,2,0,1,0,
Funk,Miss Annie Clemmer,,38,F,,Southampton,,,2,0,1,0,
Fynney,Mr Joseph J.,,35,M,,Southampton,,,2,0,1,0,
Gale,Mr Harry,,38,M,,Southampton,,,2,0,1,0,
Gale,Mr Shadrach,,33,M,,Southampton,,,2,0,1,0,
Garside,Miss Ethel,,39,F,,Southampton,,,2,1,1,0,
Gaskell,Mr William Alfred,,19,M,,Southampton,,,2,0,1,0,
Gavey,Mr Laurence,,26,M,,Southampton,,,2,0,1,0,
Gilbert,Mr William,,47,M,,Southampton,,,2,0,1,0,
Giles,Mr Ralph,,24,M,,Southampton,,,2,0,1,0,
Giles,Mr Edgar,,21,M,,Southampton,,,2,0,1,0,
Giles,Mr Frederick Edward,,20,M,,Southampton,,,2,0,1,0,
Gill,Mr John,,24,M,,Southampton,,,2,0,1,0,
Gillespie,Mr William Henry,,31,M,,Southampton,,,2,0,1,0,
Givard,Mr Hans Kristensen,,30,M,,Southampton,,,2,0,1,0,
Greenberg,Mr Samuel,,52,M,,Southampton,,,2,0,1,0,
Hamalainen,Mrs Anna,,23,F,,Southampton,,,2,1,1,0,
Hamalainen,Master Viljo Unto Johannes,,0.5833,M,,Southampton,,,2,1,1,0,
Hale,Mr Reginald,,30,M,,Southampton,,,2,0,1,0,
Harbeck,Mr William H.,,44,M,,Southampton,,,2,0,1,0,
Harper,Reverend John,,39,M,,Southampton,,,2,0,1,0,
Harper,Miss Annie Jessie,,6,F,,Southampton,,,2,1,1,0,
Harris,Mr George,,62,M,,Southampton,,,2,1,1,0,
Harris,Mr Walter,,44,M,,Southampton,,,2,0,1,0,
Hart,Mrs Esther Ada,,48,F,,Southampton,,,2,1,1,0,
Hart,Mr Benjamin,,47,M,,Southampton,,,2,0,1,0,
Hart,Miss Eva Miriam,,7,F,,Southampton,,,2,1,1,0,
Hartley,Mr Wallace Henry,,33,M,,Southampton,,,2,0,1,0,
Herman,Mr Samuel,,49,M,,Southampton,,,2,0,1,0,
Herman,Mrs Jane,,48,F,,Southampton,,,2,1,1,0,
Herman,Miss Alice,,23,F,,Southampton,,,2,1,1,0,
Herman,Miss Kate,,23,F,,Southampton,,,2,1,1,0,
Hewlett,Mrs Mary Dunbar,,56,F,,Southampton,,,2,1,1,0,
Hickman,Mr Lewis,,30,M,,Southampton,,,2,0,1,0,
Hickman,Mr Leonard Mark,,24,M,,Southampton,,,2,0,1,0,
Hickman,Mr Stanley George,,20,M,,Southampton,,,2,0,1,0,
Hiltunen,Miss Marta,,18,F,,Southampton,,,2,0,1,0,
Hocking,Mrs Eliza,,54,F,,Southampton,,,2,1,1,0,
Hocking,Mr Samuel James Metcalfe,,36,M,,Southampton,,,2,0,1,0,
Hocking,Mr Richard George,,23,M,,Southampton,,,2,0,1,0,
Hocking,Miss Ellen,,20,F,,Southampton,,,2,1,1,0,
Hodges,Mr Henry Price,,50,M,,Southampton,,,2,0,1,0,
Hold,Mr Stephen,,44,M,,Southampton,,,2,0,1,0,
Hold,Mrs Annie Margaret,,29,F,,Southampton,,,2,1,1,0,
Hood,Mr Ambrose Jr,,21,M,,Southampton,,,2,0,1,0,
Hosono,Mr Masabumi,,41,M,,Southampton,,,2,1,1,0,
Howard,Mr Benjamin,,63,M,,Southampton,,,2,0,1,0,
Howard,Mrs Ellen Truelove,,61,F,,Southampton,,,2,0,1,0,
Hume,Mr John Law,,21,M,,Southampton,,,2,0,1,0,
Hunt,Mr George Henry,,33,M,,Southampton,,,2,0,1,0,
Ilett,Miss Bertha,,17,F,,Southampton,,,2,0,1,0,
Jacobsohn,Mr Sidney Samuel,,42,M,,Southampton,,,2,0,1,0,
Jacobsohn,Mrs Amy Frances Christy,,24,F,,Southampton,,,2,1,1,0,
Jarvis,Mr Denzil John,,47,M,,Southampton,,,2,0,1,0,
Jefferys,Mr Clifford Thomas,,24,M,,Southampton,,,2,0,1,0,
Jefferys,Mr Ernest Wilfred,,22,M,,Southampton,,,2,0,1,0,
Jenkin,Mr Stephen Curnow,,32,M,,Southampton,,,2,0,1,0,
Jerwan,Mrs Marie Marthe,,23,F,,Cherbourg,,,2,1,1,0,
Kantor,Mr Sinai,,34,M,,Southampton,,,2,0,1,0,
Kantor,Mrs Miriam,,24,F,,Southampton,,,2,1,1,0,
Karnes,Mrs Claire,,28,F,,Southampton,,,2,0,1,0,
Keane,Miss Nora Agnes,,46,F,,Queenstown,,,2,1,1,0,
Keane,Mr Daniel,,35,M,,Queenstown,,,2,0,1,0,
Kelly,Mrs Fanny Maria,,45,F,,Southampton,,,2,1,1,0,
Kirkland,Father Charles Leonard,,52,M,,Queenstown,,,2,0,1,0,
Knight,Mr Robert,,39,M,,Belfast,,,2,0,1,0,
Krins,Mr Georges Alexandre,,23,M,,Southampton,,,2,0,1,0,
Kvillner,Mr Johan Henrik Johannesson,,31,M,,Southampton,,,2,0,1,0,
Levy,Mr Rene Jacques,,36,M,,Southampton,,,2,0,1,0,
Lahtinen,Father William,,35,M,,Southampton,,,2,0,1,0,
Lahtinen,Mrs Anna Amelia,,34,F,,Southampton,,,2,0,1,0,
Lamb,Mr John J.,,30,M,,Queenstown,,,2,0,1,0,
Laroche,Mr Joseph Philippe Lemercier,,25,M,,Cherbourg,,,2,0,1,0,
Laroche,Mrs Juliette Marie Louise,,22,F,,Cherbourg,,,2,1,1,0,
Laroche,Miss Simonne Marie Anne Andree,,3,F,,Cherbourg,,,2,1,1,0,
Laroche,Miss Louise,,1,F,,Cherbourg,,,2,1,1,0,
Lehmann,Miss Bertha,,17,F,,Cherbourg,,,2,1,1,0,
Leitch,Miss Jessie Wills,,31,F,,Southampton,,,2,1,1,0,
Lemore,Mrs Amelia,,46,F,,Southampton,,,2,1,1,0,
Leyson,Mr Robert William Norman,,25,M,,Southampton,,,2,0,1,0,
Lingane,Mr John,,61,M,,Queenstown,,,2,0,1,0,
Louch,Mr Charles,,50,M,,Southampton,,,2,0,1,0,
Louch,Mrs Alice Adelaide,,42,F,,Southampton,,,2,0,1,0,
Mack,Mrs Mary,,57,F,,Southampton,,,2,0,1,0,
Malachard,Mr Jean-Noël,,25,M,,Cherbourg,,,2,0,1,0,
Mallet,Mr Albert Denis Pierre,,45,M,,Cherbourg,,,2,0,1,0,
Mallet,Mrs Antonine Marie,,24,F,,Cherbourg,,,2,1,1,0,
Mallet,Master Andre Clement,,1,M,,Cherbourg,,,2,1,1,0,
Mangiavacchi,Mr Serafino Emilio,,30,M,,Cherbourg,,,2,0,1,0,
Matthews,Mr William John,,23,M,,Southampton,,,2,0,1,0,
Maybery,Mr Frank Hubert,,36,M,,Southampton,,,2,0,1,0,
McCrae,Mr Arthur Gordon,,32,M,,Southampton,,,2,0,1,0,
McCrie,Mr James Matthew,,32,M,,Southampton,,,2,0,1,0,
McKane,Mr Peter Daniel,,46,M,,Southampton,,,2,0,1,0,
Mellinger,Mrs Elizabeth Anne,,41,F,,Southampton,,,2,1,1,0,
Mellinger,Miss Violet Madeline,,13,F,,Southampton,,,2,1,1,0,
Mellors,Mr William John,,19,M,,Southampton,,,2,1,1,0,
Meyer,Mr August,,31,M,,Southampton,,,2,0,1,0,
Milling,Mr Jacob Christian,,48,M,,Southampton,,,2,0,1,0,
Mitchell,Mr Henry Michael,,71,M,,Southampton,,,2,0,1,0,
Montvila,Father Juozas,,27,M,,Southampton,,,2,0,1,0,
Moraweck,Dr Ernest,,54,M,,Southampton,,,2,0,1,0,
Morley,Mr Henry Samuel,,38,M,,Southampton,,,2,0,1,0,
Mudd,Mr Thomas Cupper,,16,M,,Southampton,,,2,0,1,0,
Myles,Mr Thomas Francis,,63,M,,Queenstown,,,2,0,1,0,
Nasser,Mr Nicholas,,28,M,,Cherbourg,,,2,0,1,0,
Nasser,Mrs Adele,,14,F,,Cherbourg,,,2,0,1,0,
Navratil,Mr Michel,,32,M,,Southampton,,,2,0,1,0,
Navratil,Master Michel Marcel,,3,M,,Southampton,,,2,1,1,0,
Navratil,Master Edmond Roger,,2,M,,Southampton,,,2,1,1,0,
Nesson,Mr Israel,,26,M,,Southampton,,,2,0,1,0,
Nicholls,Mr Joseph Charles,,19,M,,Southampton,,,2,0,1,0,
Norman,Mr Robert Douglas,,27,M,,Southampton,,,2,0,1,0,
Nye,Mrs Elizabeth,,29,F,,Southampton,,,2,1,1,0,
Otter,Mr Richard,,38,M,,Southampton,,,2,0,1,0,
Oxenham,Mr Percy Thomas,,22,M,,Southampton,,,2,1,1,0,
Padron Manent,Mr Julian,,26,M,,Cherbourg,,,2,1,1,0,
Pain,Dr Alfred,,23,M,,Southampton,,,2,0,1,0,
Pallàs I Castelló,Señor Emili,,29,M,,Cherbourg,,,2,1,1,0,
Parker,Mr Clifford Richard,,17,M,,Southampton,,,2,0,1,0,
Parkes,Mr Francis,,21,M,,Belfast,,,2,0,1,0,
Parrish,Mrs Lutie Davis,,59,F,,Southampton,,,2,1,1,0,
Pengelly,Mr Frederick William,,19,M,,Southampton,,,2,0,1,0,
Pernot,Mr Rene,,39,M,,Cherbourg,,,2,0,1,0,
Peruschitz,Father Josef,,41,M,,Southampton,,,2,0,1,0,
Phillips,Mr Escott Robert,,42,M,,Southampton,,,2,0,1,0,
Phillips,Miss Alice Frances Louisa,,21,F,,Southampton,,,2,1,1,0,
Phillips,Miss Kate Florence,,19,F,,Southampton,,,2,1,1,0,
Pinsky,Mrs Rosa,,32,F,,Southampton,,,2,1,1,0,
Ponesell,Mr Martin,,24,M,,Southampton,,,2,0,1,0,
Portaluppi,Mr Emilio Ilario Giuseppe,,30,M,,Cherbourg,,,2,1,1,0,
Pulbaum,Mr Franz,,27,M,,Cherbourg,,,2,0,1,0,
Quick,Mrs Jane,,33,F,,Southampton,,,2,1,1,0,
Quick,Miss Winifred Vera,,8,F,,Southampton,,,2,1,1,0,
Quick,Miss Phyllis May,,2,F,,Southampton,,,2,1,1,0,
Reeves,Mr David,,36,M,,Southampton,,,2,0,1,0,
Renouf,Mr Peter Henry,,33,M,,Southampton,,,2,0,1,0,
Renouf,Mrs Lillian,,30,F,,Southampton,,,2,0,1,0,
Reynalds,Señora Encarnación,,28,M,,Southampton,,,2,1,1,0,
Richard,Mr Emile Phillippe,,23,M,,Cherbourg,,,2,0,1,0,
Richards,Mrs Emily,,24,F,,Southampton,,,2,1,1,0,
Richards,Master Sibley George,,0.75,M,,Southampton,,,2,1,1,0,
Richards,Master William Rowe,,3,M,,Southampton,,,2,1,1,0,
Ridsdale,Miss Lucy,,58,F,,Southampton,,,2,1,1,0,
Rogers,Mr Reginald Harry,,18,M,,Southampton,,,2,0,1,0,
Rugg,Miss Emily,,21,F,,Southampton,,,2,1,1,0,
Schmidt,Mr Augustus,,21,M,,Southampton,,,2,0,1,0,
Sedgwick,Mr Charles Frederick Waddington,,28,M,,Southampton,,,2,0,1,0,
Sharp,Mr Percival,,27,M,,Southampton,,,2,0,1,0,
Shelley,Mrs Imanita Parrish,,25,F,,Southampton,,,2,1,1,0,
Silven,Miss Lyyli Karoliina,,17,F,,Southampton,,,2,1,1,0,
Sincock,Miss Maude,,20,F,,Southampton,,,2,1,1,0,
Sinkkonen,Miss Anna,,29,F,,Southampton,,,2,1,1,0,
Sjostedt,Mr Ernst Adolf,,59,M,,Southampton,,,2,0,1,0,
Slayter,Miss Hilda Mary,,30,F,,Queenstown,,,2,1,1,0,
Slemen,Mr Richard James,,35,M,,Southampton,,,2,0,1,0,
Smith,Miss Marion Elsie,,39,F,,Southampton,,,2,1,1,0,
Sobey,Mr Samuel James Hayden,,25,M,,Southampton,,,2,0,1,0,
Stanton,Mr Samuel Ward,,42,M,,Cherbourg,,,2,0,1,0,
Stokes,Mr Philip Joseph,,25,M,,Southampton,,,2,0,1,0,
Swane,Mr George,,19,M,,Southampton,,,2,0,1,0,
Sweet,Mr George Frederick,,14,M,,Southampton,,,2,0,1,0,
Taylor,Mr Percy Cornelius,,32,M,,Southampton,,,2,0,1,0,
Toomey,Miss Ellen Mary,,48,F,,Southampton,,,2,1,1,0,
Troupiansky,Mr Moses Aaron,,23,M,,Southampton,,,2,0,1,0,
Trout,Mrs Jessie Laird,,27,F,,Southampton,,,2,1,1,0,
Troutt,Miss Edwina Celia,,27,F,,Southampton,,,2,1,1,0,
Turpin,Mr William John,,29,M,,Southampton,,,2,0,1,0,
Turpin,Mrs Dorothy Ann,,26,F,,Southampton,,,2,0,1,0,
Veal,Mr James,,40,M,,Southampton,,,2,0,1,0,
Wallcroft,"Miss Ellen ""Nellie""",,36,F,,Southampton,,,2,1,1,0,
Ware,Mr John James,,45,M,,Southampton,,,2,0,1,0,
Ware,Mrs Florence Louise,,31,F,,Southampton,,,2,1,1,0,
Ware,Mr William Jeffery,,23,M,,Southampton,,,2,0,1,0,
Watson,Mr Ennis Hastings,,19,M,,Belfast,,,2,0,1,0,
Watt,Mrs Elizabeth,,40,F,,Southampton,,,2,1,1,0,
Watt,Miss Robertha Josephine,,12,F,,Southampton,,,2,1,1,0,
Webber,Miss Susan,,37,F,,Southampton,,,2,1,1,0,
Weisz,Mr Leopold,,37,M,,Southampton,,,2,0,1,0,
Weisz,Mrs Mathilde Françoise,,37,F,,Southampton,,,2,1,1,0,
Wells,Mrs Addie Dart,,29,F,,Southampton,,,2,1,1,0,
Wells,Miss Joan,,4,F,,Southampton,,,2,1,1,0,
Wells,Master Ralph Lester,,2,M,,Southampton,,,2,1,1,0,
West,Mr Edwy Arthur,,36,M,,Southampton,,,2,0,1,0,
West,Mrs Ada Mary,,33,F,,Southampton,,,2,1,1,0,
West,Miss Barbara Joyce,,0.8333,F,,Southampton,,,2,1,1,0,
West,Miss Constance Mirium,,4,F,,Southampton,,,2,1,1,0,
Wheadon,Mr Edward Henry,,65,M,,Southampton,,,2,0,1,0,
Wheeler,Mr Edwin Charles,,24,M,,Southampton,,,2,0,1,0,
Whilems,Mr Charles,,31,M,,Southampton,,,2,1,1,0,
Wilkinson,Mrs Elizabeth Anne,,35,F,,Southampton,,,2,1,1,0,
Williams,Mr Charles Eugene,,23,M,,Southampton,,,2,1,1,0,
Woodward,Mr John Wesley,,32,M,,Southampton,,,2,0,1,0,
Wright,Miss Marion,,26,F,,Southampton,,,2,1,1,0,
Yvois,Miss Henriette,,24,F,,Southampton,,,2,0,1,0,
Ab ?-Al-Munà,Mr N?s ?f Q?sim,,26,M,,Cherbourg,,,3,1,1,0,
Abbing,Mr Anthony,,42,M,,Southampton,,,3,0,1,0,
Abbott,"Mrs Rhoda Mary ""Rosa""",,39,F,,Southampton,,,3,1,1,0,
Abbott,Mr Rossmore Edward,,16,M,,Southampton,,,3,0,1,0,
Abbott,Mr Eugene Joseph,,14,M,,Southampton,,,3,0,1,0,
Abelseth,Miss Karen Marie,,16,F,,Southampton,,,3,1,1,0,
Abelseth,Mr Olaus Jørgensen,,25,M,,Southampton,,,3,1,1,0,
Abrahamsson,Mr Abraham August Johannes,,20,M,,Southampton,,,3,1,1,0,
Ådahl,Mr Mauritz,,30,M,,Southampton,,,3,0,1,0,
Adams,Mr John,,26,M,,Southampton,,,3,0,1,0,
Ahlin,Mrs Johanna Persdotter,,40,F,,Southampton,,,3,0,1,0,
Aks,Mrs Leah,,18,F,,Southampton,,,3,1,1,0,
Aks,Master Frank Philip,,0.8333,M,,Southampton,,,3,1,1,0,
Al-Munà,Mr Far ?d Husayn Q?sim,,18,M,,Cherbourg,,,3,0,1,0,
Alexander,Mr William Albert,,23,M,,Southampton,,,3,0,1,0,
Alhomaki,Mr Ilmari Rudolf,,19,M,,Southampton,,,3,0,1,0,
Ali,Mr Ahmed,,24,M,,Southampton,,,3,0,1,0,
Ali,Mr William,,25,M,,Southampton,,,3,0,1,0,
Allen,Mr William Henry,,38,M,,Southampton,,,3,0,1,0,
Allum,Mr Owen George,,15,M,,Southampton,,,3,0,1,0,
Andersen,Mr Albert Karvin,,33,M,,Southampton,,,3,0,1,0,
Andersen-Jensen,Miss Carla Christine Nielsine,,19,F,,Southampton,,,3,1,1,0,
Andersson,Miss Erna Alexandra,,17,F,,Southampton,,,3,1,1,0,
Andersson,Mr Johan Samuel,,26,M,,Southampton,,,3,0,1,0,
Andersson,Miss Ida Augusta Margareta,,38,F,,Southampton,,,3,0,1,0,
Andersson,Mr Anders Johan,,39,M,,Southampton,,,3,0,1,0,
Andersson,Mrs Alfrida Konstantia Brogren,,39,F,,Southampton,,,3,0,1,0,
Andersson,Miss Sigrid Elisabeth,,11,F,,Southampton,,,3,0,1,0,
Andersson,Miss Ingeborg Constanzia,,9,F,,Southampton,,,3,0,1,0,
Andersson,Miss Ebba Iris Alfrida,,6,F,,Southampton,,,3,0,1,0,
Andersson,Master Sigvard Harald Elias,,4,M,,Southampton,,,3,0,1,0,
Andersson,Miss Ellis Anna Maria,,2,F,,Southampton,,,3,0,1,0,
Andreasson,Mr Pål Edvin,,20,M,,Southampton,,,3,0,1,0,
Angheloff,Mr Minko,,26,M,,Southampton,,,3,0,1,0,
Arnold-Franchi,Mr Josef,,25,M,,Southampton,,,3,0,1,0,
Arnold-Franchi,Mrs Josefine,,18,F,,Southampton,,,3,0,1,0,
Aronsson,Mr Ernst Axel Algot,,24,M,,Southampton,,,3,0,1,0,
Asim,Mr Adola,,35,M,,Southampton,,,3,0,1,0,
Asplund,Master Edvin Rojj Felix,,3,M,,Southampton,,,3,1,1,0,
Asplund,Mr Johan Charles,,23,M,,Southampton,,,3,1,1,0,
Asplund,Mr Carl Oscar Vilhelm Gustafsson,,40,M,,Southampton,,,3,0,1,0,
Asplund,Mrs Selma Augusta Emilia,,38,F,,Southampton,,,3,1,1,0,
Asplund,Master Carl Edgar,,5,M,,Southampton,,,3,0,1,0,
Asplund,Master Filip Oscar,,13,M,,Southampton,,,3,0,1,0,
Asplund,Master Clarence Gustaf Hugo,,9,M,,Southampton,,,3,0,1,0,
Asplund,Miss Lillian Gertrud,,5,F,,Southampton,,,3,1,1,0,
Assaf,Mrs Mariana,,45,F,,Cherbourg,,,3,1,1,0,
Assam,Mr Ali,,23,M,,Southampton,,,3,0,1,0,
Attala,Mr Sleiman,,27,M,,Cherbourg,,,3,0,1,0,
Attalah,Miss Malake,,17,F,,Cherbourg,,,3,0,1,0,
Augustsson,Mr Albert,,23,M,,Southampton,,,3,0,1,0,
Ayoub Daher,Miss Banoura,,15,F,,Cherbourg,,,3,1,1,0,
Backstrom,Mr Karl Alfred,,32,M,,Southampton,,,3,0,1,0,
Backstrom,Mrs Maria Mathilda,,33,F,,Southampton,,,3,0,1,0,
Baclini,Mrs Latifa,,24,F,,Cherbourg,,,3,1,1,0,
Baclini,Miss Marie Catherine,,5,F,,Cherbourg,,,3,1,1,0,
Baclini,Miss Eugenie,,3,F,,Cherbourg,,,3,1,1,0,
Baclini,Miss Helene Barbara,,0.75,F,,Cherbourg,,,3,1,1,0,
Badman,Miss Emily Louisa,,18,F,,Southampton,,,3,1,1,0,
Badt,Mr Mohamed,,40,M,,Cherbourg,,,3,0,1,0,
Balkic,Mr Cerin,,26,M,,Southampton,,,3,0,1,0,
Banski,Mrs Mara,,31,F,,Southampton,,,3,0,1,0,
Barbara,Mrs Catherine David,,45,F,,Cherbourg,,,3,0,1,0,
Barbara,Miss Saiide,,18,F,,Cherbourg,,,3,0,1,0,
Barry,Miss Julia,,26,F,,Queenstown,,,3,0,1,0,
Barton,Mr David John,,22,M,,Southampton,,,3,0,1,0,
Batoshev,Mr Hristo Lalev,,23,M,,Southampton,,,3,0,1,0,
B?lus,Mrs Sult?nah,,40,F,,Cherbourg,,,3,0,1,0,
B?lus,Miss N?r-al-Ayn,,7,F,,Cherbourg,,,3,0,1,0,
B?lus,Master Akar,,9,M,,Cherbourg,,,3,0,1,0,
Beavan,Mr William Thomas,,20,M,,Southampton,,,3,0,1,0,
Bengtsson,Mr Johan Viktor,,26,M,,Southampton,,,3,0,1,0,
Berglund,Mr Karl Ivar Sven,,22,M,,Southampton,,,3,0,1,0,
Bing,Mr Lee,,32,M,,Southampton,,,3,1,1,0,
Birkeland,Mr Hans Martin Monsen,,21,M,,Southampton,,,3,0,1,0,
Bjorklund,Mr Ernst Herbert,,18,M,,Southampton,,,3,0,1,0,
Bostandyeff,Mr Guentcho,,26,M,,Southampton,,,3,0,1,0,
Bourke,Mr John,,42,M,,Queenstown,,,3,0,1,0,
Bourke,Mrs Catherine,,32,F,,Queenstown,,,3,0,1,0,
Bourke,Miss Mary,,40,F,,Queenstown,,,3,0,1,0,
Bowen,"Mr David John ""Dai""",,26,M,,Southampton,,,3,0,1,0,
Bradley,Miss Bridget Delia,,22,F,,Queenstown,,,3,1,1,0,
Braf,Miss Elin Ester Maria,,20,F,,Southampton,,,3,0,1,0,
Braund,Mr Lewis Richard,,29,M,,Southampton,,,3,0,1,0,
Braund,Mr Owen Harris,,22,M,,Southampton,,,3,0,1,0,
Broback,Mr Karl Rudolf,,22,M,,Southampton,,,3,0,1,0,
Brocklebank,Mr William Alfred,,35,M,,Southampton,,,3,0,1,0,
Buckley,Mr Daniel,,21,M,,Queenstown,,,3,1,1,0,
Buckley,Miss Katherine,,22,F,,Queenstown,,,3,0,1,0,
Burke,Mr Jeremiah,,19,M,,Queenstown,,,3,0,1,0,
Burns,Miss Mary Delia,,17,F,,Queenstown,,,3,0,1,0,
Butrus-Ka'W ?,Mr Tann?s,,21,M,,Cherbourg,,,3,0,1,0,
Cacic,Mr Jego Grga,,18,M,,Southampton,,,3,0,1,0,
Cacic,Mr Luka,,38,M,,Southampton,,,3,0,1,0,
Cacic,Miss Marija,,30,F,,Southampton,,,3,0,1,0,
Cacic,Miss Manda,,21,F,,Southampton,,,3,0,1,0,
Calic,Mr Petar,,17,M,,Southampton,,,3,0,1,0,
Calic,Mr Jovo,,17,M,,Southampton,,,3,0,1,0,
Canavan,Miss Mary,,22,F,,Queenstown,,,3,0,1,0,
Canavan,Mr Patrick,,21,M,,Queenstown,,,3,0,1,0,
Cann,Mr Ernest,,21,M,,Southampton,,,3,0,1,0,
